"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size","Severity_Score","Vulnerability_Normalized","Risk_Normalized","Waiting_Factor","GatekeeperX_Priority_Score","Priority_Class","Security_Decision","Queue_Position","Service_Start_Time","Completion_Time","Actual_Waiting_Time","Turnaround_Time","Dynamic_Priority","Simulation_Queue_Position","Simulation_Status"
499,"PL-0148","Container","High",5,1243.2,5.17,87.79,"Intermediate","Medium",75,31.25,87.79,49.5523863428011,66.9,"P2 - High","WAIT / PRIORITIZE",214,2292.24,2297.41,1049.04,1054.21,100,499,"Completed"
500,"PL-0162","Container","Medium",2,1244.56,4.06,56.72,"Junior","Large",50,12.5,56.72,49.6065942300487,44.14,"P3 - Medium","PASS WITH MONITORING",578,2297.41,2301.47,1052.85,1056.91,100,500,"Completed"
501,"PL-0277","SCA","Medium",8,1253.68,5.45,66.04,"Junior","Small",50,50,66.04,49.9701059445326,54.01,"P3 - Medium","PASS WITH MONITORING",360,2301.47,2306.92,1047.79,1053.24,100,501,"Completed"
502,"PL-0180","SAST","Low",2,1256.51,4.33,32.91,"Senior","Medium",25,12.5,32.91,50.0829061804963,26.99,"P4 - Low","PASS",814,2306.92,2311.25,1050.41,1054.74,100,502,"Completed"
503,"PL-0083","DAST","Low",1,1260.33,5.87,12.72,"Intermediate","Large",25,6.25,12.72,50.2351665696771,20.7,"P4 - Low","PASS",955,2311.25,2317.12,1050.92,1056.79,100,503,"Completed"
504,"PL-0125","Container","Critical",10,1265.4,7.01,99.83,"Senior","Small",100,62.5,99.83,50.4372503846368,87.5,"P1 - Critical","BLOCK",38,2317.12,2324.13,1051.72,1058.73,100,504,"Completed"
505,"PL-0235","IaC","Low",2,1267.87,4.54,20.08,"Intermediate","Large",25,12.5,20.08,50.5357014739762,23.82,"P4 - Low","PASS",882,2324.13,2328.67,1056.26,1060.8,100,505,"Completed"
506,"PL-0082","Container","Medium",4,1268.67,4.14,54.32,"Junior","Medium",50,25,54.32,50.5675884664748,46.14,"P3 - Medium","PASS WITH MONITORING",513,2328.67,2332.81,1060,1064.14,100,506,"Completed"
507,"PL-0040","SAST","High",7,1269.82,3.9,73.6,"Senior","Small",75,43.75,73.6,50.6134260181915,65.96,"P2 - High","WAIT / PRIORITIZE",233,2332.81,2336.71,1062.99,1066.89,100,507,"Completed"
508,"PL-0280","DAST","Critical",10,1272.56,7.61,100,"Senior","Small",100,62.5,100,50.7226389674992,87.57,"P1 - Critical","BLOCK",36,2336.71,2344.32,1064.15,1071.76,100,508,"Completed"
509,"PL-0157","Container","High",7,1273.46,5.47,65.9,"Senior","Small",75,43.75,65.9,50.7585118340601,64.05,"P2 - High","PASS WITH MONITORING",267,2344.32,2349.79,1070.86,1076.33,100,509,"Completed"
510,"PL-0278","SCA","High",3,1275.87,3.58,72.63,"Intermediate","Small",75,18.75,72.63,50.8545713989621,60.74,"P2 - High","WAIT / PRIORITIZE",315,2349.79,2353.37,1073.92,1077.5,100,510,"Completed"
511,"PL-0215","SAST","Medium",4,1279.43,4.44,42.64,"Senior","Medium",50,25,42.64,50.9964685155808,43.26,"P3 - Medium","PASS WITH MONITORING",609,2353.37,2357.81,1073.94,1078.38,100,511,"Completed"
512,"PL-0236","SAST","Low",4,1281.23,4.14,19.76,"Intermediate","Medium",25,25,19.76,51.0682142487026,26.3,"P4 - Low","PASS",828,2357.81,2361.95,1076.58,1080.72,100,512,"Completed"
513,"PL-0148","DAST","High",5,1285.25,7.72,70.48,"Intermediate","Medium",75,31.25,70.48,51.228446386008,62.74,"P2 - High","WAIT / PRIORITIZE",284,2361.95,2369.67,1076.7,1084.42,100,513,"Completed"
514,"PL-0179","SAST","Medium",6,1285.9,4.41,58.31,"Intermediate","Large",50,37.5,58.31,51.2543545674131,49.7,"P3 - Medium","PASS WITH MONITORING",422,2369.67,2374.08,1083.77,1088.18,100,514,"Completed"
515,"PL-0295","SAST","Low",3,1291.12,3.85,17.59,"Junior","Medium",25,18.75,17.59,51.4624171934664,24.54,"P4 - Low","PASS",864,2374.08,2377.93,1082.96,1086.81,100,515,"Completed"
516,"PL-0009","SAST","High",7,1291.86,5.04,85.34,"Intermediate","Small",75,43.75,85.34,51.4919126615275,68.98,"P2 - High","WAIT / PRIORITIZE",180,2377.93,2382.97,1086.07,1091.11,100,516,"Completed"
517,"PL-0190","IaC","Medium",3,1293.6,3.74,48.12,"Intermediate","Medium",50,18.75,48.12,51.561266870212,43.44,"P3 - Medium","PASS WITH MONITORING",605,2382.97,2386.71,1089.37,1093.11,100,517,"Completed"
518,"PL-0019","Container","Medium",3,1295.5,3.94,52.59,"Intermediate","Small",50,18.75,52.59,51.6369984773961,44.56,"P3 - Medium","PASS WITH MONITORING",559,2386.71,2390.65,1091.21,1095.15,100,518,"Completed"
519,"PL-0021","IaC","High",7,1299.2,4.24,76.19,"Intermediate","Medium",75,43.75,76.19,51.7844758177021,66.73,"P2 - High","WAIT / PRIORITIZE",216,2390.65,2394.89,1091.45,1095.69,100,519,"Completed"
520,"PL-0177","SCA","Medium",6,1304.4,2.73,52.28,"Junior","Medium",50,37.5,52.28,51.9917412689429,48.27,"P3 - Medium","PASS WITH MONITORING",464,2394.89,2397.62,1090.49,1093.22,100,520,"Completed"
521,"PL-0115","DAST","Medium",4,1315.04,6.26,48.23,"Junior","Medium",50,25,48.23,52.415838269174,44.8,"P3 - Medium","PASS WITH MONITORING",550,2397.62,2403.88,1082.58,1088.84,100,521,"Completed"
522,"PL-0092","SAST","Low",1,1315.48,3.2,19.98,"Senior","Small",25,6.25,19.98,52.4333761150483,22.74,"P4 - Low","PASS",909,2403.88,2407.08,1088.4,1091.6,100,522,"Completed"
523,"PL-0185","SCA","Low",3,1315.74,1.6,24.26,"Junior","Small",25,18.75,24.26,52.4437393876103,26.31,"P4 - Low","PASS",827,2407.08,2408.68,1091.34,1092.94,100,523,"Completed"
524,"PL-0155","SAST","Critical",5,1315.86,3.85,100,"Intermediate","Medium",100,31.25,100,52.4485224364851,81.49,"P1 - Critical","BLOCK",90,2408.68,2412.53,1092.82,1096.67,100,524,"Completed"
525,"PL-0154","DAST","Medium",2,1317.05,5.69,41.95,"Junior","Medium",50,12.5,41.95,52.4959543378267,40.74,"P3 - Medium","PASS WITH MONITORING",663,2412.53,2418.22,1095.48,1101.17,100,525,"Completed"
526,"PL-0057","Container","Medium",1,1319.99,5.98,42.28,"Senior","Small",50,6.25,42.28,52.613139035259,39.58,"P4 - Low","PASS WITH MONITORING",688,2418.22,2424.2,1098.23,1104.21,100,526,"Completed"
527,"PL-0213","SAST","Medium",3,1320.94,4.4,40.94,"Intermediate","Large",50,18.75,40.94,52.6510048388511,41.75,"P3 - Medium","PASS WITH MONITORING",642,2424.2,2428.6,1103.26,1107.66,100,527,"Completed"
528,"PL-0232","SAST","Medium",4,1325.03,4.64,53.51,"Intermediate","Small",50,25,53.51,52.8140270880001,46.16,"P3 - Medium","PASS WITH MONITORING",512,2428.6,2433.24,1103.57,1108.21,100,528,"Completed"
529,"PL-0291","SAST","Medium",6,1325.78,4.74,55.78,"Junior","Small",50,37.5,55.78,52.8439211434675,49.23,"P3 - Medium","PASS WITH MONITORING",431,2433.24,2437.98,1107.46,1112.2,100,529,"Completed"
530,"PL-0186","SCA","Medium",1,1327.98,0.93,42.5,"Intermediate","Large",50,6.25,42.5,52.9316103728387,39.67,"P4 - Low","PASS WITH MONITORING",684,2437.98,2438.91,1110,1110.93,100,530,"Completed"
531,"PL-0013","Container","Low",4,1333.81,5.61,23,"Intermediate","Medium",25,25,23,53.1639868306721,27.32,"P4 - Low","PASS",810,2438.91,2444.52,1105.1,1110.71,100,531,"Completed"
532,"PL-0098","SAST","Medium",4,1334.76,4.73,47.28,"Intermediate","Medium",50,25,47.28,53.2018526342642,44.64,"P3 - Medium","PASS WITH MONITORING",554,2444.52,2449.25,1109.76,1114.49,100,532,"Completed"
533,"PL-0228","SAST","Medium",4,1338.19,2.96,47.17,"Intermediate","Small",50,25,47.17,53.3385681146018,44.63,"P3 - Medium","PASS WITH MONITORING",555,2449.25,2452.21,1111.06,1114.02,100,533,"Completed"
534,"PL-0297","SAST","Low",2,1339.24,3.24,43.59,"Junior","Small",25,12.5,43.59,53.3804197922562,29.99,"P4 - Low","PASS WITH MONITORING",768,2452.21,2455.45,1112.97,1116.21,100,534,"Completed"
535,"PL-0110","SAST","Medium",3,1344.51,2.89,34.01,"Intermediate","Small",50,18.75,34.01,53.5904753553407,40.11,"P3 - Medium","PASS",676,2455.45,2458.34,1110.94,1113.83,100,535,"Completed"
536,"PL-0027","DAST","Low",3,1349.98,6.23,25.7,"Intermediate","Small",25,18.75,25.7,53.8085026665497,26.81,"P4 - Low","PASS",817,2458.34,2464.57,1108.36,1114.59,100,536,"Completed"
537,"PL-0256","SCA","Medium",5,1351.74,3.51,58.11,"Senior","Small",50,31.25,58.11,53.8786540500466,48.67,"P3 - Medium","PASS WITH MONITORING",449,2464.57,2468.08,1112.83,1116.34,100,537,"Completed"
538,"PL-0065","SAST","Low",3,1352.31,4.78,18.92,"Junior","Medium",25,18.75,18.92,53.9013735322019,25.12,"P4 - Low","PASS",851,2468.08,2472.86,1115.77,1120.55,100,538,"Completed"
539,"PL-0078","IaC","Critical",9,1357.58,4.41,100,"Senior","Small",100,56.25,100,54.1114290952863,86.66,"P1 - Critical","BLOCK",45,2472.86,2477.27,1115.28,1119.69,100,539,"Completed"
540,"PL-0244","Container","Low",3,1358.82,5.77,21.83,"Senior","Large",25,18.75,21.83,54.1608539336591,25.87,"P4 - Low","PASS",833,2477.27,2483.04,1118.45,1124.22,100,540,"Completed"
541,"PL-0058","DAST","Low",4,1362.35,5.71,35.72,"Intermediate","Small",25,25,35.72,54.3015552880591,30.61,"P4 - Low","PASS",758,2483.04,2488.75,1120.69,1126.4,100,541,"Completed"
542,"PL-0245","SCA","Medium",2,1362.93,3.32,50.07,"Senior","Small",50,12.5,50.07,54.3246733576206,42.95,"P3 - Medium","PASS WITH MONITORING",612,2488.75,2492.07,1125.82,1129.14,100,542,"Completed"
543,"PL-0028","DAST","High",12,1364.35,6.26,94.97,"Junior","Large",75,75,94.97,54.3812727693056,77.93,"P2 - High","WAIT / PRIORITIZE",108,2492.07,2498.33,1127.72,1133.98,100,543,"Completed"
544,"PL-0288","SAST","High",8,1364.68,3.65,79.21,"Intermediate","Small",75,50,79.21,54.3944261537113,68.99,"P2 - High","WAIT / PRIORITIZE",179,2498.33,2501.98,1133.65,1137.3,100,544,"Completed"
545,"PL-0158","SAST","Medium",4,1367.01,3.7,54.81,"Junior","Small",50,25,54.81,54.4872970193634,46.65,"P3 - Medium","PASS WITH MONITORING",495,2501.98,2505.68,1134.97,1138.67,100,545,"Completed"
546,"PL-0165","Container","Low",2,1369.08,5.39,23.91,"Senior","Small",25,12.5,23.91,54.5698046124535,25.18,"P4 - Low","PASS",849,2505.68,2511.07,1136.6,1141.99,100,546,"Completed"
547,"PL-0245","IaC","Medium",7,1373.5,5.13,63.02,"Junior","Small",50,43.75,63.02,54.7459802460081,52.48,"P3 - Medium","PASS WITH MONITORING",377,2511.07,2516.2,1137.57,1142.7,100,547,"Completed"
548,"PL-0152","Container","Medium",1,1379.86,4.31,53.61,"Intermediate","Small",50,6.25,53.61,54.9994818363719,42.65,"P3 - Medium","PASS WITH MONITORING",619,2516.2,2520.51,1136.34,1140.65,100,548,"Completed"
549,"PL-0172","SCA","Medium",5,1384.71,3.09,45.14,"Junior","Small",50,31.25,45.14,55.1927967283946,45.55,"P3 - Medium","PASS WITH MONITORING",533,2520.51,2523.6,1135.8,1138.89,100,549,"Completed"
550,"PL-0034","IaC","Medium",4,1384.72,3.37,57.47,"Intermediate","Small",50,25,57.47,55.1931953158008,47.39,"P3 - Medium","PASS WITH MONITORING",480,2523.6,2526.97,1138.88,1142.25,100,550,"Completed"
551,"PL-0125","IaC","High",8,1385.72,5.22,84.72,"Intermediate","Medium",75,50,84.72,55.233054056424,70.45,"P2 - High","WAIT / PRIORITIZE",149,2526.97,2532.19,1141.25,1146.47,100,551,"Completed"
552,"PL-0284","Container","Medium",1,1387.75,5.47,40.96,"Intermediate","Medium",50,6.25,40.96,55.3139672998892,39.52,"P4 - Low","PASS WITH MONITORING",690,2532.19,2537.66,1144.44,1149.91,100,552,"Completed"
553,"PL-0018","SAST","Medium",5,1390.35,3.83,53.74,"Intermediate","Large",50,31.25,53.74,55.4176000255096,47.73,"P3 - Medium","PASS WITH MONITORING",474,2537.66,2541.49,1147.31,1151.14,100,553,"Completed"
554,"PL-0150","SCA","Critical",5,1390.89,3.32,93.42,"Intermediate","Medium",100,31.25,93.42,55.4391237454461,80.15,"P1 - Critical","BLOCK",99,2541.49,2544.81,1150.6,1153.92,100,554,"Completed"
555,"PL-0154","SCA","Medium",3,1395.11,4.06,55.77,"Intermediate","Medium",50,18.75,55.77,55.6073276308762,45.75,"P3 - Medium","PASS WITH MONITORING",524,2544.81,2548.87,1149.7,1153.76,100,555,"Completed"
556,"PL-0049","IaC","Medium",3,1395.74,3.96,63.2,"Junior","Medium",50,18.75,63.2,55.6324386374688,47.61,"P3 - Medium","PASS WITH MONITORING",475,2548.87,2552.83,1153.13,1157.09,100,556,"Completed"
557,"PL-0212","SCA","Low",2,1397.13,4.6,28.26,"Intermediate","Medium",25,12.5,28.26,55.6878422869351,26.38,"P4 - Low","PASS",824,2552.83,2557.43,1155.7,1160.3,100,557,"Completed"
558,"PL-0030","SAST","High",4,1397.26,3.71,67.23,"Junior","Large",75,25,67.23,55.6930239232161,61.13,"P2 - High","PASS WITH MONITORING",310,2557.43,2561.14,1160.17,1163.88,100,558,"Completed"
559,"PL-0072","DAST","Medium",3,1400.37,5.75,41.87,"Junior","Small",50,18.75,41.87,55.8169846065544,42.3,"P3 - Medium","PASS WITH MONITORING",627,2561.14,2566.89,1160.77,1166.52,100,559,"Completed"
560,"PL-0058","SAST","Critical",11,1401.74,4.76,100,"Intermediate","Medium",100,68.75,100,55.8715910812082,89.34,"P1 - Critical","BLOCK",22,2566.89,2571.65,1165.15,1169.91,100,560,"Completed"
561,"PL-0166","SCA","Medium",5,1402.04,3.35,56.45,"Junior","Large",50,31.25,56.45,55.8835487033952,48.45,"P3 - Medium","PASS WITH MONITORING",458,2571.65,2575,1169.61,1172.96,100,561,"Completed"
562,"PL-0099","SCA","Low",2,1404.14,4.46,19.23,"Senior","Medium",25,12.5,19.23,55.967252058704,24.15,"P4 - Low","PASS",874,2575,2579.46,1170.86,1175.32,100,562,"Completed"
563,"PL-0175","Container","Medium",2,1407.9,4.9,51.5,"Junior","Large",50,12.5,51.5,56.1171209234473,43.49,"P3 - Medium","PASS WITH MONITORING",598,2579.46,2584.36,1171.56,1176.46,100,563,"Completed"
564,"PL-0004","SCA","High",4,1408.56,2.09,69.74,"Senior","Small",75,25,69.74,56.1434276922586,61.8,"P2 - High","PASS WITH MONITORING",299,2584.36,2586.45,1175.8,1177.89,100,564,"Completed"
565,"PL-0041","SAST","Medium",7,1408.77,3.65,47.36,"Junior","Medium",50,43.75,47.36,56.1517980277895,48.71,"P3 - Medium","PASS WITH MONITORING",447,2586.45,2590.1,1177.68,1181.33,100,565,"Completed"
566,"PL-0198","DAST","Low",1,1409.89,6.92,14.45,"Intermediate","Medium",25,6.25,14.45,56.1964398172875,21.73,"P4 - Low","PASS",930,2590.1,2597.02,1180.21,1187.13,100,566,"Completed"
567,"PL-0276","SCA","Low",4,1410.44,2.78,34.26,"Junior","Medium",25,25,34.26,56.2183621246303,30.44,"P4 - Low","PASS",760,2597.02,2599.8,1186.58,1189.36,100,567,"Completed"
568,"PL-0137","Container","Critical",6,1410.57,4.92,100,"Intermediate","Medium",100,37.5,100,56.2235437609113,83.12,"P1 - Critical","BLOCK",71,2599.8,2604.72,1189.23,1194.15,100,568,"Completed"
569,"PL-0092","SCA","Medium",7,1410.8,4.27,35.91,"Senior","Small",50,43.75,35.91,56.2327112712547,45.85,"P3 - Medium","PASS",521,2604.72,2608.99,1193.92,1198.19,100,569,"Completed"
570,"PL-0152","SCA","High",6,1415.16,3.29,78.24,"Junior","Small",75,37.5,78.24,56.406495380372,66.45,"P2 - High","WAIT / PRIORITIZE",221,2608.99,2612.28,1193.83,1197.12,100,570,"Completed"
571,"PL-0150","Container","High",7,1416.17,7.08,85.72,"Intermediate","Medium",75,43.75,85.72,56.4467527084014,69.57,"P2 - High","WAIT / PRIORITIZE",165,2612.28,2619.36,1196.11,1203.19,100,571,"Completed"
572,"PL-0267","SAST","Medium",5,1416.61,4.09,48.06,"Senior","Small",50,31.25,48.06,56.4642905542756,46.41,"P3 - Medium","PASS WITH MONITORING",502,2619.36,2623.45,1202.75,1206.84,100,572,"Completed"
573,"PL-0210","SAST","Medium",3,1418.41,4.9,45.45,"Junior","Small",50,18.75,45.45,56.5360362873975,43.27,"P3 - Medium","PASS WITH MONITORING",608,2623.45,2628.35,1205.04,1209.94,100,573,"Completed"
574,"PL-0147","DAST","Critical",7,1419.06,6.43,90.32,"Junior","Medium",100,43.75,90.32,56.5619444688026,81.99,"P1 - Critical","BLOCK",85,2628.35,2634.78,1209.29,1215.72,100,574,"Completed"
575,"PL-0296","SAST","Critical",7,1419.31,3.55,100,"Senior","Medium",100,43.75,100,56.5719091539584,84.41,"P1 - Critical","BLOCK",64,2634.78,2638.33,1215.47,1219.02,100,575,"Completed"
576,"PL-0242","DAST","Critical",7,1421.32,6.89,100,"Junior","Large",100,43.75,100,56.6520252226111,84.42,"P1 - Critical","BLOCK",62,2638.33,2645.22,1217.01,1223.9,100,576,"Completed"
577,"PL-0225","Container","Low",1,1425,3.37,21.45,"Junior","Medium",25,6.25,21.45,56.7987053881046,23.54,"P4 - Low","PASS",886,2645.22,2648.59,1220.22,1223.59,100,577,"Completed"
578,"PL-0166","SAST","Medium",5,1425.57,3.98,57.79,"Junior","Large",50,31.25,57.79,56.8214248702598,48.88,"P3 - Medium","PASS WITH MONITORING",443,2648.59,2652.57,1223.02,1227,100,578,"Completed"
579,"PL-0034","Container","Medium",2,1426.22,3.14,44.57,"Intermediate","Medium",50,12.5,44.57,56.8473330516649,41.83,"P3 - Medium","PASS WITH MONITORING",638,2652.57,2655.71,1226.35,1229.49,100,579,"Completed"
580,"PL-0238","DAST","Low",1,1433.68,6.2,26.93,"Junior","Small",25,6.25,26.93,57.1446792567142,24.95,"P4 - Low","PASS",858,2655.71,2661.91,1222.03,1228.23,100,580,"Completed"
581,"PL-0229","SAST","Low",1,1435.56,4.97,11.07,"Intermediate","Medium",25,6.25,11.07,57.2196136890859,20.99,"P4 - Low","PASS",947,2661.91,2666.88,1226.35,1231.32,100,581,"Completed"
582,"PL-0001","Container","High",5,1436.27,5.52,85.04,"Junior","Medium",75,31.25,85.04,57.2479133949284,66.98,"P2 - High","WAIT / PRIORITIZE",211,2666.88,2672.4,1230.61,1236.13,100,582,"Completed"
583,"PL-0057","SAST","Medium",7,1440.54,4.9,48.04,"Senior","Medium",50,43.75,48.04,57.4181102173896,49,"P3 - Medium","PASS WITH MONITORING",437,2672.4,2677.3,1231.86,1236.76,100,583,"Completed"
584,"PL-0196","DAST","Low",2,1444.53,5.85,22.4,"Senior","Small",25,12.5,22.4,57.5771465924763,25.11,"P4 - Low","PASS",852,2677.3,2683.15,1232.77,1238.62,100,584,"Completed"
585,"PL-0071","SCA","Medium",3,1450.83,4.42,49.51,"Junior","Small",50,18.75,49.51,57.8282566584026,44.41,"P3 - Medium","PASS WITH MONITORING",564,2683.15,2687.57,1232.32,1236.74,100,585,"Completed"
586,"PL-0142","Container","Low",1,1454.35,3.73,27.12,"Intermediate","Medium",25,6.25,27.12,57.9685594253964,25.08,"P4 - Low","PASS",853,2687.57,2691.3,1233.22,1236.95,100,586,"Completed"
587,"PL-0010","SCA","Low",3,1455.15,1.29,28.33,"Senior","Small",25,18.75,28.33,58.000446417895,27.88,"P4 - Low","PASS",798,2691.3,2692.59,1236.15,1237.44,100,587,"Completed"
588,"PL-0069","SAST","High",4,1455.62,4.45,84.42,"Intermediate","Small",75,25,84.42,58.0191800259879,65.66,"P2 - High","WAIT / PRIORITIZE",241,2692.59,2697.04,1236.97,1241.42,100,588,"Completed"
589,"PL-0166","DAST","High",2,1456.16,6.51,77.39,"Intermediate","Small",75,12.5,77.39,58.0407037459244,61.4,"P2 - High","WAIT / PRIORITIZE",306,2697.04,2703.55,1240.88,1247.39,100,589,"Completed"
590,"PL-0133","DAST","Low",1,1458.03,4.63,18.58,"Junior","Small",25,6.25,18.58,58.1152395908899,22.96,"P4 - Low","PASS",903,2703.55,2708.18,1245.52,1250.15,100,590,"Completed"
591,"PL-0277","Container","Medium",7,1466.16,5.94,53.82,"Intermediate","Small",50,43.75,53.82,58.4392911521568,50.55,"P3 - Medium","PASS WITH MONITORING",399,2708.18,2714.12,1242.02,1247.96,100,591,"Completed"
592,"PL-0063","SAST","Medium",2,1471.23,3.84,47.93,"Senior","Medium",50,12.5,47.93,58.6413749671165,42.85,"P3 - Medium","PASS WITH MONITORING",615,2714.12,2717.96,1242.89,1246.73,100,592,"Completed"
593,"PL-0242","IaC","Low",1,1473.32,2.5,24.51,"Senior","Small",25,6.25,24.51,58.7246797350191,24.5,"P4 - Low","PASS",866,2717.96,2720.46,1244.64,1247.14,100,593,"Completed"
594,"PL-0035","DAST","Medium",4,1473.53,5.96,47.39,"Junior","Medium",50,25,47.39,58.73305007055,45.22,"P3 - Medium","PASS WITH MONITORING",542,2720.46,2726.42,1246.93,1252.89,100,594,"Completed"
595,"PL-0259","Container","Medium",8,1479.61,5.37,54.28,"Intermediate","Small",50,50,54.28,58.9753912135392,51.97,"P3 - Medium","PASS WITH MONITORING",382,2726.42,2731.79,1246.81,1252.18,100,595,"Completed"
596,"PL-0201","IaC","Low",1,1481.69,3.15,15.76,"Junior","Small",25,6.25,15.76,59.0582973940355,22.35,"P4 - Low","PASS",920,2731.79,2734.94,1250.1,1253.25,100,596,"Completed"
597,"PL-0091","IaC","Medium",1,1482.25,3.43,35.75,"Senior","Small",50,6.25,35.75,59.0806182887845,38.6,"P4 - Low","PASS",709,2734.94,2738.37,1252.69,1256.12,100,597,"Completed"
598,"PL-0285","SAST","High",7,1483.41,4.07,91.89,"Intermediate","Medium",75,43.75,91.89,59.1268544279075,71.39,"P2 - High","WAIT / PRIORITIZE",137,2738.37,2742.44,1254.96,1259.03,100,598,"Completed"
599,"PL-0219","SAST","Low",1,1483.55,3.92,25.86,"Intermediate","Small",25,6.25,25.86,59.1324346515947,24.88,"P4 - Low","PASS",859,2742.44,2746.36,1258.89,1262.81,100,599,"Completed"
600,"PL-0298","IaC","High",5,1484.36,4.5,75.74,"Senior","Large",75,31.25,75.74,59.1647202314996,64.85,"P2 - High","WAIT / PRIORITIZE",253,2746.36,2750.86,1262,1266.5,100,600,"Completed"
601,"PL-0017","SAST","Medium",3,1484.9,4.37,53.41,"Intermediate","Small",50,18.75,53.41,59.1862439514361,45.52,"P3 - Medium","PASS WITH MONITORING",535,2750.86,2755.23,1265.96,1270.33,100,601,"Completed"
602,"PL-0020","IaC","Medium",6,1488.43,4.31,63.03,"Intermediate","Medium",50,37.5,63.03,59.3269453058361,51.69,"P3 - Medium","PASS WITH MONITORING",386,2755.23,2759.54,1266.8,1271.11,100,602,"Completed"
603,"PL-0076","SAST","Medium",2,1490.05,4.87,39.97,"Intermediate","Medium",50,12.5,39.97,59.3915164656457,40.93,"P3 - Medium","PASS",660,2759.54,2764.41,1269.49,1274.36,100,603,"Completed"
604,"PL-0088","SCA","Medium",5,1490.13,2.38,58.65,"Intermediate","Large",50,31.25,58.65,59.3947051648956,49.35,"P3 - Medium","PASS WITH MONITORING",427,2764.41,2766.79,1274.28,1276.66,100,604,"Completed"
605,"PL-0158","SAST","Medium",7,1490.67,4.86,47,"Junior","Medium",50,43.75,47,59.4162288848322,48.94,"P3 - Medium","PASS WITH MONITORING",441,2766.79,2771.65,1276.12,1280.98,100,605,"Completed"
606,"PL-0214","SCA","High",5,1490.92,4.76,81.09,"Senior","Medium",75,31.25,81.09,59.426193569988,66.22,"P2 - High","WAIT / PRIORITIZE",229,2771.65,2776.41,1280.73,1285.49,100,606,"Completed"
607,"PL-0179","Container","High",7,1492.56,5.8,82.63,"Intermediate","Small",75,43.75,82.63,59.4915619046101,69.11,"P2 - High","WAIT / PRIORITIZE",177,2776.41,2782.21,1283.85,1289.65,100,607,"Completed"
608,"PL-0112","SAST","Medium",3,1493.22,3.57,49.24,"Senior","Large",50,18.75,49.24,59.5178686734214,44.51,"P3 - Medium","PASS WITH MONITORING",561,2782.21,2785.78,1288.99,1292.56,100,608,"Completed"
609,"PL-0161","SAST","Low",2,1495.36,3.62,13.55,"Senior","Medium",25,12.5,13.55,59.6031663783551,23.1,"P4 - Low","PASS",899,2785.78,2789.4,1290.42,1294.04,100,609,"Completed"
610,"PL-0106","SCA","High",7,1497.99,3.07,78.25,"Intermediate","Medium",75,43.75,78.25,59.7079948661942,68.03,"P2 - High","WAIT / PRIORITIZE",194,2789.4,2792.47,1291.41,1294.48,100,610,"Completed"
611,"PL-0135","DAST","Low",1,1498.05,4.43,24.75,"Intermediate","Medium",25,6.25,24.75,59.7103863906316,24.66,"P4 - Low","PASS",861,2792.47,2796.9,1294.42,1298.85,100,611,"Completed"
612,"PL-0025","DAST","High",8,1498.64,5.79,96.17,"Intermediate","Medium",75,50,96.17,59.7339030475993,73.77,"P2 - High","WAIT / PRIORITIZE",122,2796.9,2802.69,1298.26,1304.05,100,612,"Completed"
613,"PL-0024","Container","High",6,1499.22,7.09,70.97,"Intermediate","Small",75,37.5,70.97,59.7570211171608,64.97,"P2 - High","WAIT / PRIORITIZE",250,2802.69,2809.78,1303.47,1310.56,100,613,"Completed"
614,"PL-0255","SAST","High",7,1501.14,5.72,68.78,"Senior","Small",75,43.75,68.78,59.8335498991574,65.68,"P2 - High","PASS WITH MONITORING",239,2809.78,2815.5,1308.64,1314.36,100,614,"Completed"
615,"PL-0292","Container","Medium",4,1501.43,5.51,43.37,"Junior","Small",50,25,43.37,59.8451089339381,44.33,"P3 - Medium","PASS WITH MONITORING",566,2815.5,2821.01,1314.07,1319.58,100,615,"Completed"
616,"PL-0264","SCA","Low",2,1501.75,1.08,20.5,"Senior","Medium",25,12.5,20.5,59.8578637309376,24.86,"P4 - Low","PASS",860,2821.01,2822.09,1319.26,1320.34,100,616,"Completed"
617,"PL-0206","Container","Medium",5,1505.25,4.48,48.12,"Senior","Medium",50,31.25,48.12,59.9973693231189,46.78,"P3 - Medium","PASS WITH MONITORING",490,2822.09,2826.57,1316.84,1321.32,100,617,"Completed"
618,"PL-0145","SCA","High",2,1505.26,1.56,62.98,"Senior","Large",75,12.5,62.98,59.9977679105251,57.99,"P3 - Medium","PASS WITH MONITORING",337,2826.57,2828.13,1321.31,1322.87,100,618,"Completed"
619,"PL-0186","IaC","Low",3,1510.89,1.92,10.76,"Junior","Large",25,18.75,10.76,60.2221726202339,23.71,"P4 - Low","PASS",885,2828.13,2830.05,1317.24,1319.16,100,619,"Completed"
620,"PL-0241","SCA","Medium",4,1512.28,3.39,63.26,"Intermediate","Medium",50,25,63.26,60.2775762697002,49.34,"P3 - Medium","PASS WITH MONITORING",428,2830.05,2833.44,1317.77,1321.16,100,620,"Completed"
621,"PL-0145","Container","Low",2,1515.93,4.12,22.75,"Senior","Small",25,12.5,22.75,60.423060672975,25.48,"P4 - Low","PASS",844,2833.44,2837.56,1317.51,1321.63,100,621,"Completed"
